time	V(sw)
Step Information: Delay=3n Delay2=3n Rload=100  (Run: 1/24)
0.000000000000000e+000	1.300639e+001
2.000066778862220e-013	1.333899e+001
6.000061558708580e-013	1.457430e+001
9.000022949123832e-013	1.500190e+001
9.800077416244335e-013	1.500190e+001
1.086107629666433e-007	1.498765e+001
2.086107629556411e-007	1.497781e+001
3.086107629446389e-007	1.497118e+001
4.086107629336366e-007	1.496777e+001
5.086107629226344e-007	1.496757e+001
6.086107629116322e-007	1.497058e+001
6.944453444374110e-007	1.497564e+001
6.944454444407500e-007	1.497564e+001
6.944456444474279e-007	1.782217e+001
6.944460444469058e-007	2.839473e+001
6.944463444430449e-007	3.205445e+001
7.325387671591743e-007	3.205227e+001
7.343315760327540e-007	3.195810e+001
7.351259905530316e-007	3.075200e+001
7.355502460865138e-007	2.873914e+001
7.359386529626200e-007	2.660762e+001
7.363170031610133e-007	2.520200e+001
7.367193354534951e-007	2.417957e+001
7.371156786756261e-007	2.348337e+001
7.374443444368994e-007	2.305435e+001
7.374444444402384e-007	2.305425e+001
7.374446444469163e-007	2.422047e+001
7.374450444463943e-007	2.855248e+001
7.374453444425333e-007	3.005204e+001
8.460552074068817e-007	3.004305e+001
9.460552073958795e-007	3.003107e+001
1.012721874055211e-006	3.002108e+001
1.112721874044209e-006	3.000307e+001
1.212721874033207e-006	2.998145e+001
1.332563944814180e-006	2.995090e+001
1.348889788879704e-006	2.994635e+001
1.348889888883043e-006	2.994635e+001
1.348890088889720e-006	2.711798e+001
1.348890488889198e-006	1.661291e+001
1.348890788885337e-006	1.297655e+001
1.391888788893070e-006	1.296110e+001
1.391888888896409e-006	1.296110e+001
1.391889088889209e-006	1.329367e+001
1.391889488888687e-006	1.452900e+001
1.391889788884826e-006	1.495660e+001
1.533832403102786e-006	1.491377e+001
1.667165736421450e-006	1.488529e+001
1.800499069740114e-006	1.486840e+001
1.967165736388443e-006	1.486359e+001
2.086334233333820e-006	1.487107e+001
