time	V(nc1t,nc1b)	V(n001)
Step Information: Iload=0  (Run: 1/6)
1.458333523333272e-005	2.341842e+001	4.996915e+001
1.462333323333509e-005	2.343063e+001	4.996875e+001
1.462333333333843e-005	2.343063e+001	4.996875e+001
1.462333353333817e-005	2.342858e+001	4.996875e+001
1.462333393333765e-005	2.342099e+001	4.996875e+001
1.462333423333379e-005	2.341836e+001	4.996875e+001
1.537388679052204e-005	2.341837e+001	4.995578e+001
1.577388679051966e-005	2.341837e+001	4.994418e+001
1.644055345718237e-005	2.341837e+001	4.991782e+001
1.662666756666736e-005	2.341837e+001	4.990897e+001
1.662666766666376e-005	2.341837e+001	4.990897e+001
1.662666786666350e-005	2.341524e+001	4.990897e+001
1.662666826666298e-005	2.340361e+001	4.990897e+001
1.662666856666606e-005	2.339959e+001	4.990897e+001
1.664763997929336e-005	2.338985e+001	4.991055e+001
1.666666656666843e-005	2.338105e+001	4.991200e+001
Step Information: Iload=4  (Run: 5/6)
0.000000000000000e+000	2.600798e+001	4.989003e+001
1.999997389923180e-013	2.600798e+001	4.989003e+001
5.999992169769541e-013	2.600798e+001	4.989003e+001
9.000022949123832e-013	2.600798e+001	4.989003e+001
9.800008027305296e-013	2.600798e+001	4.989003e+001
5.505534571917381e-007	2.570412e+001	4.994630e+001
8.838867905230918e-007	2.553047e+001	4.998065e+001
1.017220123855633e-006	2.546324e+001	4.999442e+001
1.083886790521904e-006	2.543011e+001	5.000130e+001
1.283886790520716e-006	2.533263e+001	5.002195e+001
1.750553457184612e-006	2.511656e+001	5.006993e+001
2.083334233335399e-006	2.497223e+001	5.010386e+001
2.083334333338738e-006	2.497223e+001	5.010386e+001
2.083334533338477e-006	2.497223e+001	5.010386e+001
2.083334933337955e-006	2.497223e+001	5.010386e+001
2.083335233334094e-006	2.497223e+001	5.010386e+001
2.123333233336466e-006	2.495548e+001	5.010791e+001
2.123333333339805e-006	2.495548e+001	5.010791e+001
2.123333533339544e-006	2.495828e+001	5.010791e+001
2.123333933339022e-006	2.496870e+001	5.010791e+001
2.123334233335161e-006	2.497230e+001	5.010791e+001
2.607220123858334e-006	2.497230e+001	5.009961e+001
3.073886790522229e-006	2.497230e+001	5.008601e+001
3.540553457186124e-006	2.497230e+001	5.006698e+001
4.007220123850019e-006	2.497230e+001	5.004269e+001
4.126667566668740e-006	2.497230e+001	5.003566e+001
4.126667666672079e-006	2.497230e+001	5.003566e+001
4.126667866671818e-006	2.497620e+001	5.003566e+001
4.126668266671296e-006	2.499069e+001	5.003566e+001
4.126668566674374e-006	2.499571e+001	5.003566e+001
4.166666566669808e-006	2.501891e+001	5.003327e+001
4.166666666666208e-006	2.501891e+001	5.003327e+001
4.166666866665947e-006	2.501891e+001	5.003327e+001
4.166667266665425e-006	2.501891e+001	5.003327e+001
4.166667566668503e-006	2.501891e+001	5.003327e+001
4.717220123857946e-006	2.532595e+001	5.000348e+001
5.050553457189300e-006	2.550058e+001	4.998840e+001
5.183886790521841e-006	2.556799e+001	4.998302e+001
5.250553457188112e-006	2.560118e+001	4.998047e+001
5.450553457186924e-006	2.569864e+001	4.997340e+001
5.917220123850819e-006	2.591360e+001	4.996036e+001
6.250000900001607e-006	2.605625e+001	4.995405e+001
6.250001000004946e-006	2.605625e+001	4.995405e+001
6.250001200004685e-006	2.605625e+001	4.995405e+001
6.250001600004163e-006	2.605625e+001	4.995405e+001
6.250001900000302e-006	2.605625e+001	4.995405e+001
6.289999900002674e-006	2.607275e+001	4.995346e+001
6.290000000006013e-006	2.607275e+001	4.995346e+001
6.290000200005752e-006	2.606999e+001	4.995346e+001
6.290000600005230e-006	2.605972e+001	4.995346e+001
6.290000900001369e-006	2.605617e+001	4.995346e+001
7.040553457189624e-006	2.605618e+001	4.993726e+001
7.440553457187249e-006	2.605617e+001	4.992408e+001
8.173886790516227e-006	2.605618e+001	4.989201e+001
8.293334233334948e-006	2.605617e+001	4.988586e+001
8.293334333331348e-006	2.605617e+001	4.988586e+001
8.293334533331087e-006	2.605233e+001	4.988586e+001
8.293334933330565e-006	2.603804e+001	4.988586e+001
8.293335233333643e-006	2.603309e+001	4.988586e+001
8.333333233336016e-006	2.601020e+001	4.988991e+001
8.333333333332416e-006	2.601020e+001	4.988991e+001
8.333333533332155e-006	2.601020e+001	4.988991e+001
8.333333933331633e-006	2.601020e+001	4.988991e+001
8.333334233334711e-006	2.601020e+001	4.988991e+001
8.883886790524154e-006	2.570636e+001	4.994617e+001
9.217220123855507e-006	2.553273e+001	4.998052e+001
9.350553457188049e-006	2.546550e+001	4.999429e+001
9.417220123854320e-006	2.543236e+001	5.000117e+001
9.617220123853132e-006	2.533489e+001	5.002181e+001
1.008388679051703e-005	2.511882e+001	5.006979e+001
1.041666756666781e-005	2.497450e+001	5.010371e+001
1.041666766667115e-005	2.497450e+001	5.010371e+001
1.041666786667089e-005	2.497450e+001	5.010371e+001
1.041666826667037e-005	2.497450e+001	5.010371e+001
1.041666856666651e-005	2.497450e+001	5.010371e+001
1.045666656666888e-005	2.495775e+001	5.010776e+001
1.045666666667222e-005	2.495775e+001	5.010776e+001
1.045666686667196e-005	2.496056e+001	5.010776e+001
1.045666726667144e-005	2.497097e+001	5.010776e+001
1.045666756666758e-005	2.497458e+001	5.010776e+001
1.094055345719075e-005	2.497458e+001	5.009946e+001
1.140722012385464e-005	2.497458e+001	5.008585e+001
1.187388679051854e-005	2.497457e+001	5.006682e+001
1.234055345718244e-005	2.497458e+001	5.004253e+001
1.246000090000116e-005	2.497457e+001	5.003551e+001
1.246000100000450e-005	2.497457e+001	5.003551e+001
1.246000120000423e-005	2.497847e+001	5.003551e+001
1.246000160000371e-005	2.499297e+001	5.003551e+001
1.246000190000679e-005	2.499798e+001	5.003551e+001
1.249999990000222e-005	2.502118e+001	5.003311e+001
1.249999999999862e-005	2.502118e+001	5.003311e+001
1.250000019999836e-005	2.502118e+001	5.003311e+001
1.250000059999784e-005	2.502118e+001	5.003311e+001
1.250000090000092e-005	2.502118e+001	5.003311e+001
1.305055345719036e-005	2.532821e+001	5.000333e+001
1.338388679052172e-005	2.550283e+001	4.998824e+001
1.351722012385426e-005	2.557025e+001	4.998286e+001
1.358388679052053e-005	2.560343e+001	4.998032e+001
1.378388679051934e-005	2.570087e+001	4.997325e+001
1.425055345718324e-005	2.591583e+001	4.996022e+001
1.458333423333402e-005	2.605846e+001	4.995391e+001
1.458333433333736e-005	2.605846e+001	4.995391e+001
1.458333453333710e-005	2.605846e+001	4.995391e+001
1.458333493333658e-005	2.605847e+001	4.995391e+001
1.458333523333272e-005	2.605847e+001	4.995391e+001
1.462333323333509e-005	2.607496e+001	4.995333e+001
1.462333333333843e-005	2.607496e+001	4.995333e+001
1.462333353333817e-005	2.607220e+001	4.995333e+001
1.462333393333765e-005	2.606194e+001	4.995333e+001
1.462333423333379e-005	2.605839e+001	4.995333e+001
1.537388679052204e-005	2.605839e+001	4.993714e+001
1.577388679051966e-005	2.605839e+001	4.992397e+001
1.650722012384864e-005	2.605839e+001	4.989191e+001
1.662666756666736e-005	2.605839e+001	4.988577e+001
1.662666766666376e-005	2.605839e+001	4.988577e+001
1.662666786666350e-005	2.605454e+001	4.988577e+001
1.662666826666298e-005	2.604025e+001	4.988577e+001
1.662666856666606e-005	2.603531e+001	4.988577e+001
1.664763997929336e-005	2.602330e+001	4.988790e+001
1.666666656666843e-005	2.601242e+001	4.988982e+001
Step Information: Iload=5  (Run: 6/6)
0.000000000000000e+000	2.860295e+001	4.986776e+001
1.999997389923180e-013	2.860295e+001	4.986776e+001
5.999992169769541e-013	2.860295e+001	4.986776e+001
9.000022949123832e-013	2.860295e+001	4.986776e+001
9.800008027305296e-013	2.860295e+001	4.986776e+001
4.172201238591966e-007	2.832376e+001	4.992104e+001
7.505534571905503e-007	2.810741e+001	4.996394e+001
9.505534571893626e-007	2.798055e+001	4.998974e+001
1.017220123855633e-006	2.793877e+001	4.999834e+001
1.083886790521904e-006	2.789723e+001	5.000695e+001
1.217220123854446e-006	2.781492e+001	5.002415e+001
1.483886790519529e-006	2.765335e+001	5.005849e+001
1.950553457183424e-006	2.738062e+001	5.011819e+001
2.083334233335399e-006	2.730531e+001	5.013504e+001
2.083334333338738e-006	2.730531e+001	5.013504e+001
2.083334533338477e-006	2.730531e+001	5.013504e+001
2.083334933337955e-006	2.730532e+001	5.013504e+001
2.083335233334094e-006	2.730531e+001	5.013504e+001
2.123333233336466e-006	2.728289e+001	5.014010e+001
2.123333333339805e-006	2.728289e+001	5.014010e+001
2.123333533339544e-006	2.728663e+001	5.014010e+001
2.123333933339022e-006	2.730056e+001	5.014010e+001
2.123334233335161e-006	2.730537e+001	5.014010e+001
2.873886790523417e-006	2.730537e+001	5.011491e+001
3.540553457186124e-006	2.730537e+001	5.008030e+001
4.126667566668740e-006	2.730537e+001	5.004082e+001
4.126667666672079e-006	2.730537e+001	5.004082e+001
4.126667866671818e-006	2.731022e+001	5.004082e+001
4.126668266671296e-006	2.732822e+001	5.004082e+001
4.126668566674374e-006	2.733445e+001	5.004082e+001
4.166666566669808e-006	2.736329e+001	5.003787e+001
4.166666666666208e-006	2.736329e+001	5.003787e+001
4.166666866665947e-006	2.736329e+001	5.003787e+001
4.166667266665425e-006	2.736329e+001	5.003787e+001
4.166667566668503e-006	2.736329e+001	5.003787e+001
4.650553457191675e-006	2.770066e+001	5.000512e+001
4.983886790523029e-006	2.792063e+001	4.998582e+001
5.183886790521841e-006	2.804762e+001	4.997558e+001
5.250553457188112e-006	2.808912e+001	4.997240e+001
5.450553457186924e-006	2.821107e+001	4.996354e+001
5.917220123850819e-006	2.848073e+001	4.994702e+001
6.250000900001607e-006	2.866025e+001	4.993885e+001
6.250001000004946e-006	2.866025e+001	4.993885e+001
6.250001200004685e-006	2.866025e+001	4.993885e+001
6.250001600004163e-006	2.866025e+001	4.993885e+001
6.250001900000302e-006	2.866025e+001	4.993885e+001
6.289999900002674e-006	2.868106e+001	4.993809e+001
6.290000000006013e-006	2.868106e+001	4.993809e+001
6.290000200005752e-006	2.867757e+001	4.993809e+001
6.290000600005230e-006	2.866464e+001	4.993809e+001
6.290000900001369e-006	2.866016e+001	4.993809e+001
7.040553457189624e-006	2.866016e+001	4.991862e+001
7.573886790519790e-006	2.866016e+001	4.989825e+001
8.293334233334948e-006	2.866016e+001	4.986257e+001
8.293334333331348e-006	2.866016e+001	4.986257e+001
8.293334533331087e-006	2.865559e+001	4.986257e+001
8.293334933330565e-006	2.863863e+001	4.986257e+001
8.293335233333643e-006	2.863276e+001	4.986257e+001
8.333333233336016e-006	2.860551e+001	4.986764e+001
8.333333333332416e-006	2.860551e+001	4.986764e+001
8.333333533332155e-006	2.860551e+001	4.986764e+001
8.333333933331633e-006	2.860551e+001	4.986764e+001
8.333334233334711e-006	2.860551e+001	4.986764e+001
8.750553457191612e-006	2.832633e+001	4.992091e+001
9.083886790522966e-006	2.811000e+001	4.996380e+001
9.283886790521778e-006	2.798315e+001	4.998960e+001
9.350553457188049e-006	2.794136e+001	4.999820e+001
9.417220123854320e-006	2.789983e+001	5.000681e+001
9.550553457186861e-006	2.781752e+001	5.002401e+001
9.817220123851944e-006	2.765596e+001	5.005835e+001
1.028388679051584e-005	2.738323e+001	5.011804e+001
1.041666756666781e-005	2.730793e+001	5.013489e+001
1.041666766667115e-005	2.730793e+001	5.013489e+001
1.041666786667089e-005	2.730793e+001	5.013489e+001
1.041666826667037e-005	2.730793e+001	5.013489e+001
1.041666856666651e-005	2.730793e+001	5.013489e+001
1.045666656666888e-005	2.728550e+001	5.013995e+001
1.045666666667222e-005	2.728550e+001	5.013995e+001
1.045666686667196e-005	2.728925e+001	5.013995e+001
1.045666726667144e-005	2.730317e+001	5.013995e+001
1.045666756666758e-005	2.730799e+001	5.013995e+001
1.120722012385583e-005	2.730799e+001	5.011475e+001
1.187388679051854e-005	2.730799e+001	5.008014e+001
1.246000090000116e-005	2.730798e+001	5.004067e+001
1.246000100000450e-005	2.730798e+001	5.004067e+001
1.246000120000423e-005	2.731283e+001	5.004067e+001
1.246000160000371e-005	2.733083e+001	5.004067e+001
1.246000190000679e-005	2.733706e+001	5.004067e+001
1.249999990000222e-005	2.736590e+001	5.003772e+001
1.249999999999862e-005	2.736590e+001	5.003772e+001
1.250000019999836e-005	2.736590e+001	5.003772e+001
1.250000059999784e-005	2.736590e+001	5.003772e+001
1.250000090000092e-005	2.736590e+001	5.003772e+001
1.298388679052409e-005	2.770327e+001	5.000497e+001
1.331722012385544e-005	2.792322e+001	4.998567e+001
1.351722012385426e-005	2.805021e+001	4.997544e+001
1.358388679052053e-005	2.809171e+001	4.997225e+001
1.378388679051934e-005	2.821365e+001	4.996340e+001
1.425055345718324e-005	2.848329e+001	4.994689e+001
1.458333423333402e-005	2.866280e+001	4.993873e+001
1.458333433333736e-005	2.866280e+001	4.993873e+001
1.458333453333710e-005	2.866280e+001	4.993873e+001
1.458333493333658e-005	2.866280e+001	4.993873e+001
1.458333523333272e-005	2.866280e+001	4.993873e+001
1.462333323333509e-005	2.868360e+001	4.993797e+001
1.462333333333843e-005	2.868360e+001	4.993797e+001
1.462333353333817e-005	2.868012e+001	4.993797e+001
1.462333393333765e-005	2.866718e+001	4.993797e+001
1.462333423333379e-005	2.866271e+001	4.993797e+001
1.537388679052204e-005	2.866271e+001	4.991852e+001
1.590722012385221e-005	2.866271e+001	4.989816e+001
1.662666756666736e-005	2.866270e+001	4.986250e+001
1.662666766666376e-005	2.866271e+001	4.986250e+001
1.662666786666350e-005	2.865814e+001	4.986250e+001
1.662666826666298e-005	2.864118e+001	4.986250e+001
1.662666856666606e-005	2.863531e+001	4.986250e+001
1.664763997929336e-005	2.862101e+001	4.986516e+001
1.666666656666843e-005	2.860806e+001	4.986758e+001
