time	V(nc1t,nc1b)	V(n001)
Step Information: Iload=0  (Run: 1/6)
9.000022949123832e-013	2.337727e+001	4.991222e+001
9.800008027305296e-013	2.337727e+001	4.991222e+001
6.172201238580088e-007	2.310847e+001	4.995949e+001
9.505534571893626e-007	2.297700e+001	4.998526e+001
1.083886790521904e-006	2.292713e+001	4.999558e+001
1.483886790519529e-006	2.278696e+001	5.002654e+001
2.083334233335399e-006	2.260343e+001	5.007260e+001
2.083334333338738e-006	2.260343e+001	5.007260e+001
2.083334533338477e-006	2.260343e+001	5.007260e+001
2.083334933337955e-006	2.260343e+001	5.007260e+001
2.083335233334094e-006	2.260343e+001	5.007260e+001
2.123333233336466e-006	2.259237e+001	5.007565e+001
2.123333333339805e-006	2.259237e+001	5.007565e+001
2.123333533339544e-006	2.259423e+001	5.007565e+001
2.123333933339022e-006	2.260113e+001	5.007565e+001
2.123334233335161e-006	2.260352e+001	5.007565e+001
2.540553457192063e-006	2.260352e+001	5.007424e+001
3.273886790521041e-006	2.260352e+001	5.006152e+001
3.940553457183749e-006	2.260352e+001	5.003876e+001
4.126667566668740e-006	2.260352e+001	5.003057e+001
4.126667666672079e-006	2.260352e+001	5.003057e+001
4.126667866671818e-006	2.260647e+001	5.003057e+001
4.126668266671296e-006	2.261744e+001	5.003057e+001
4.126668566674374e-006	2.262124e+001	5.003057e+001
4.166666566669808e-006	2.263879e+001	5.002874e+001
4.166666666666208e-006	2.263879e+001	5.002874e+001
4.166666866665947e-006	2.263880e+001	5.002874e+001
4.166667266665425e-006	2.263880e+001	5.002874e+001
4.166667566668503e-006	2.263880e+001	5.002874e+001
4.717220123857946e-006	2.287060e+001	5.000602e+001
5.050553457189300e-006	2.300193e+001	4.999461e+001
5.183886790521841e-006	2.305252e+001	4.999055e+001
5.250553457188112e-006	2.307740e+001	4.998864e+001
5.450553457186924e-006	2.315036e+001	4.998337e+001
5.983886790517090e-006	2.333245e+001	4.997273e+001
6.250000900001607e-006	2.341654e+001	4.996930e+001
6.250001000004946e-006	2.341654e+001	4.996930e+001
6.250001200004685e-006	2.341654e+001	4.996930e+001
6.250001600004163e-006	2.341654e+001	4.996930e+001
6.250001900000302e-006	2.341654e+001	4.996930e+001
6.289999900002674e-006	2.342874e+001	4.996891e+001
6.290000000006013e-006	2.342874e+001	4.996891e+001
6.290000200005752e-006	2.342670e+001	4.996891e+001
6.290000600005230e-006	2.341911e+001	4.996891e+001
6.290000900001369e-006	2.341648e+001	4.996891e+001
7.040553457189624e-006	2.341648e+001	4.995592e+001
7.440553457187249e-006	2.341648e+001	4.994431e+001
8.107220123849956e-006	2.341648e+001	4.991794e+001
8.293334233334948e-006	2.341648e+001	4.990908e+001
8.293334333331348e-006	2.341648e+001	4.990908e+001
8.293334533331087e-006	2.341335e+001	4.990908e+001
8.293334933330565e-006	2.340173e+001	4.990908e+001
8.293335233333643e-006	2.339770e+001	4.990908e+001
8.333333233336016e-006	2.337916e+001	4.991211e+001
8.333333333332416e-006	2.337916e+001	4.991211e+001
8.333333533332155e-006	2.337916e+001	4.991211e+001
8.333333933331633e-006	2.337916e+001	4.991211e+001
8.333334233334711e-006	2.337916e+001	4.991211e+001
8.950553457190424e-006	2.311038e+001	4.995937e+001
9.283886790521778e-006	2.297891e+001	4.998513e+001
9.417220123854320e-006	2.292905e+001	4.999545e+001
9.817220123851944e-006	2.278889e+001	5.002641e+001
1.041666756666781e-005	2.260537e+001	5.007245e+001
1.041666766667115e-005	2.260537e+001	5.007245e+001
1.041666786667089e-005	2.260537e+001	5.007245e+001
1.041666826667037e-005	2.260537e+001	5.007245e+001
1.041666856666651e-005	2.260537e+001	5.007245e+001
1.045666656666888e-005	2.259430e+001	5.007550e+001
1.045666666667222e-005	2.259430e+001	5.007550e+001
1.045666686667196e-005	2.259616e+001	5.007550e+001
1.045666726667144e-005	2.260306e+001	5.007550e+001
1.045666756666758e-005	2.260545e+001	5.007550e+001
1.087388679052448e-005	2.260545e+001	5.007409e+001
1.160722012385346e-005	2.260545e+001	5.006136e+001
1.227388679051616e-005	2.260545e+001	5.003859e+001
1.246000090000116e-005	2.260545e+001	5.003040e+001
1.246000100000450e-005	2.260545e+001	5.003040e+001
1.246000120000423e-005	2.260840e+001	5.003040e+001
1.246000160000371e-005	2.261938e+001	5.003040e+001
1.246000190000679e-005	2.262318e+001	5.003040e+001
1.249999990000222e-005	2.264072e+001	5.002857e+001
1.249999999999862e-005	2.264072e+001	5.002857e+001
1.250000019999836e-005	2.264072e+001	5.002857e+001
1.250000059999784e-005	2.264073e+001	5.002857e+001
1.250000090000092e-005	2.264073e+001	5.002857e+001
1.305055345719036e-005	2.287252e+001	5.000585e+001
1.338388679052172e-005	2.300385e+001	4.999444e+001
1.351722012385426e-005	2.305444e+001	4.999039e+001
1.358388679052053e-005	2.307932e+001	4.998848e+001
1.378388679051934e-005	2.315227e+001	4.998320e+001
1.431722012384951e-005	2.333434e+001	4.997257e+001
1.458333423333402e-005	2.341842e+001	4.996915e+001
1.458333433333736e-005	2.341842e+001	4.996915e+001
1.458333453333710e-005	2.341842e+001	4.996915e+001
1.458333493333658e-005	2.341842e+001	4.996915e+001
